Position,Track Name,Artist,Streams,date,region,spotify_id 
120,everything i wanted,Billie Eilish,1834217,2020-08-28--2020-09-04,us,3ZCTVFBt2Brf31RLEnCkWJ
121,3 Headed Goat (feat. Lil Baby & Polo G),Lil Durk,1826983,2020-08-28--2020-09-04,us,2h4cmbyb6S7e8igDZIITJU
122,3 Musketeers,NextYoungin,1821907,2020-08-28--2020-09-04,us,57Oi4yqY27uJzCyqFWIP5q
123,SAD!,XXXTENTACION,1818083,2020-08-28--2020-09-04,us,3ee8Jmje8o58CHK66QrVC2
124,Stay High,Juice WRLD,1813903,2020-08-28--2020-09-04,us,21CkzgKCBCq5V4XKjiGSIj
125,Tongue Tied,Grouplove,1810143,2020-08-28--2020-09-04,us,0GO8y8jQk1PkHzS31d699N
126,MIDDLE CHILD,J. Cole,1798667,2020-08-28--2020-09-04,us,2JvzF1RMd7lE3KmFlsyZD8
127,the last great american dynasty,Taylor Swift,1798347,2020-08-28--2020-09-04,us,2Eeur20xVqfUoM3Q7EFPFt
128,Narrow Road (feat. Lil Baby),NLE Choppa,1795172,2020-08-28--2020-09-04,us,0mCiEhtdRn5YYhefLXcxI7
129,Beautiful Crazy,Luke Combs,1794328,2020-08-28--2020-09-04,us,2rxQMGVafnNaRaXlRMWPde
130,Head & Heart (feat. MNEK),Joel Corry,1793487,2020-08-28--2020-09-04,us,6cx06DFPPHchuUAcTxznu9
131,Patek,Future,1779300,2020-08-28--2020-09-04,us,76MjtLfZoTNc3BDqUVjuRH
132,"Tap In (feat. Post Malone, DaBaby & Jack Harlow)",Saweetie,1775208,2020-08-28--2020-09-04,us,5woaU1FNkqCwg6WzWiQPW5
133,July,Noah Cyrus,1763179,2020-08-28--2020-09-04,us,6J2LdBN97cDWn0MLxYh9HB
134,lovely (with Khalid),Billie Eilish,1758843,2020-08-28--2020-09-04,us,0u2P5u6lvoDfwTYjAADbn4
135,PTSD,G Herbo,1756161,2020-08-28--2020-09-04,us,3jT2LKH0RSbQ8jIUNFzXm5
136,Pussy Talk,City Girls,1740991,2020-08-28--2020-09-04,us,5EzL7hGT9g2Tvqsy158Lu9
137,Drip Too Hard (Lil Baby & Gunna),Lil Baby,1731046,2020-08-28--2020-09-04,us,78QR3Wp35dqAhFEc2qAGjE
138,20 Min,Lil Uzi Vert,1704043,2020-08-28--2020-09-04,us,0uxSUdBrJy9Un0EYoBowng
139,No Role Modelz,J. Cole,1698256,2020-08-28--2020-09-04,us,62vpWI1CHwFy7tMIcSStl8
140,Say So,Doja Cat,1696866,2020-08-28--2020-09-04,us,3Dv1eDb0MEgF93GpLXlucZ
141,ily (i love you baby) (feat. Emilee),Surf Mesa,1683472,2020-08-28--2020-09-04,us,62aP9fBQKYKxi7PDXwcUAS
142,La Jeepeta - Remix,Nio Garcia,1665887,2020-08-28--2020-09-04,us,6bvfJf4KjonPMuPfGfy3S2
143,I Fall Apart,Post Malone,1665305,2020-08-28--2020-09-04,us,75ZvA4QfFiZvzhj2xkaWAh
144,rockstar (feat. 21 Savage),Post Malone,1665063,2020-08-28--2020-09-04,us,0e7ipj03S05BNilyu5bRzt
145,Need It,Migos,1661368,2020-08-28--2020-09-04,us,6mtjo5kIHKlboGE84lf1FJ
146,Wow.,Post Malone,1660694,2020-08-28--2020-09-04,us,7xQAfvXzm3AkraOtGPWIZg
147,Maniac,Conan Gray,1659083,2020-08-28--2020-09-04,us,6KfoDhO4XUWSbnyKjNp9c4
148,bad guy,Billie Eilish,1649257,2020-08-28--2020-09-04,us,2Fxmhks0bxGSBdJ92vM42m
149,The Less I Know The Better,Tame Impala,1648180,2020-08-28--2020-09-04,us,6K4t31amVTZDgR3sKmwUJJ
150,Take You Dancing,Jason Derulo,1644148,2020-08-28--2020-09-04,us,59qrUpoplZxbIZxk6X0Bm3
151,Star Shopping,Lil Peep,1635412,2020-08-28--2020-09-04,us,30bqVoKjX479ab90a8Pafp
152,my tears ricochet,Taylor Swift,1631200,2020-08-28--2020-09-04,us,1MgV7FIyNxIG7WzMRJV5HC
153,Armed And Dangerous,Juice WRLD,1625748,2020-08-28--2020-09-04,us,5wujBwqG7INdStqGd4tRMX
154,Tell Me U Luv Me (with Trippie Redd),Juice WRLD,1622330,2020-08-28--2020-09-04,us,5JAYDuLRkODlVt6dgoalKk
155,XO Tour Llif3,Lil Uzi Vert,1613153,2020-08-28--2020-09-04,us,7GX5flRQZVHRAGd6B4TmDO
156,Man Of The Year,Juice WRLD,1611245,2020-08-28--2020-09-04,us,7AvprzMsRJpybaalckaT8c
157,One Of Them Girls,Lee Brice,1610287,2020-08-28--2020-09-04,us,14GwnOeC9qYEKEA6uOZepa
158,Kings & Queens,Ava Max,1600475,2020-08-28--2020-09-04,us,76nqCfJOcFFWBJN32PAksn
159,"10,000 Hours (with Justin Bieber)",Dan + Shay,1597829,2020-08-28--2020-09-04,us,2wrJq5XKLnmhRXHIAf9xBa
160,Kacey Talk,YoungBoy Never Broke Again,1597379,2020-08-28--2020-09-04,us,7dmD4eaEb5UCBYcEJkLke9
161,Fuck Love (feat. Trippie Redd),XXXTENTACION,1596011,2020-08-28--2020-09-04,us,7AQim7LbvFVZJE3O8TYgf2
162,Pop Out (feat. Lil Tjay),Polo G,1592071,2020-08-28--2020-09-04,us,6uFn47ACjqYkc0jADwEdj1
163,One Margarita,Luke Bryan,1585932,2020-08-28--2020-09-04,us,1Y3TlYJNhIa7k4YAvFkJAB
164,Myron,Lil Uzi Vert,1583928,2020-08-28--2020-09-04,us,56uXDJRCuoS7abX3SkzHKQ
165,BLIND (feat. Young Thug),DaBaby,1581812,2020-08-28--2020-09-04,us,2T5NBwKRySiCR78vVk08vr
166,Got What I Got,Jason Aldean,1576849,2020-08-28--2020-09-04,us,4TCc369aRPRubv1m8R1TBG
167,Bad Energy,Juice WRLD,1574689,2020-08-28--2020-09-04,us,7d94IqWX2UmSKMGUYSGFJG
168,feel something,Bea Miller,1568205,2020-08-28--2020-09-04,us,7JDWhC422Gtk1Bq0mL3OTC
169,Truth Hurts,Lizzo,1567277,2020-08-28--2020-09-04,us,3HWzoMvoF3TQfYg4UPszDq
170,invisible string,Taylor Swift,1555809,2020-08-28--2020-09-04,us,6VsvKPJ4xjVNKpI8VVZ3SV
171,Magic In The Hamptons (feat. Lil Yachty),Social House,1551170,2020-08-28--2020-09-04,us,2Yer0p7uB2lVBUAtANuuQp
172,when the party's over,Billie Eilish,1550761,2020-08-28--2020-09-04,us,43zdsphuZLzwA9k4DJhU0I
173,Nobody's Love,Maroon 5,1544663,2020-08-28--2020-09-04,us,3kwgqoBqTwoAH4nT29TYrq
174,Hello (feat. A Boogie Wit da Hoodie),Pop Smoke,1544430,2020-08-28--2020-09-04,us,2r6OAV3WsYtXuXjvJ1lIDi
175,Backyard Boy,Claire Rosinkranz,1540062,2020-08-28--2020-09-04,us,0QpOqKz66ZxHNqj2PPHiFF
176,Cover Me Up,Morgan Wallen,1537029,2020-08-28--2020-09-04,us,47yypFbq6fu3yUvFoaf2UN
177,Captain Hook,Megan Thee Stallion,1528621,2020-08-28--2020-09-04,us,1E3VQQWFQAPJkXfYHjqWoI
178,How You Like That,BLACKPINK,1523573,2020-08-28--2020-09-04,us,3vAn0qZzdyuHamcrpkfiX3
179,THE BADDEST,K/DA,1523296,2020-08-28--2020-09-04,us,2V4Fx72svQRxrFvNT1eq5f
180,"...And To Those I Love, Thanks For Sticking Around",$uicideboy$,1520962,2020-08-28--2020-09-04,us,41LhQUkElADQ5YUbpYv2D0
181,Something Special,Pop Smoke,1518627,2020-08-28--2020-09-04,us,5kkaSMcf4BFlhRRICCKZb6
182,Sweater Weather,The Neighbourhood,1518532,2020-08-28--2020-09-04,us,2QjOHCTQ1Jl3zawyYOpxh6
183,Money In The Grave (Drake ft. Rick Ross),Drake,1517863,2020-08-28--2020-09-04,us,5ry2OE6R2zPQFDO85XkgRb
184,Said Sum,Moneybagg Yo,1516993,2020-08-28--2020-09-04,us,45npF3MKvCa1sO7s4y7qBf
185,Suicidal (Remix) [feat. Juice WRLD],YNW Melly,1516058,2020-08-28--2020-09-04,us,4S2uhQE8L9V6p7rj7SiauJ
186,betty,Taylor Swift,1510640,2020-08-28--2020-09-04,us,5kI4eCXXzyuIUXjQra0Cxi
187,Memories,Maroon 5,1508123,2020-08-28--2020-09-04,us,2b8fOow8UzyDFAE27YhOZM
188,F.N,Lil Tjay,1499522,2020-08-28--2020-09-04,us,0RLLvYBopDwooCyvnTwgYu
189,"Lost Me (feat. Lil Mosey, iann dior & Lil Skies)",Internet Money,1497680,2020-08-28--2020-09-04,us,4nTIY6vSiw19IzzPKKqCU9
190,Better Now,Post Malone,1495432,2020-08-28--2020-09-04,us,7dt6x5M1jzdTEt8oCbisTK
191,OUT WEST (feat. Young Thug),JACKBOYS,1493929,2020-08-28--2020-09-04,us,6gi6y1xwmVszDWkUqab1qw
192,Titanic,Juice WRLD,1477639,2020-08-28--2020-09-04,us,1YM6c2sxbf2Jacl9IFgn4I
193,Tennessee Whiskey,Chris Stapleton,1474899,2020-08-28--2020-09-04,us,3fqwjXwUGN6vbzIwvyFMhx
194,Goodbyes (feat. Young Thug),Post Malone,1474721,2020-08-28--2020-09-04,us,0t3ZvGKlmYmVsDzBJAXK8C
195,I Should Probably Go To Bed,Dan + Shay,1474183,2020-08-28--2020-09-04,us,5ovVcYo2MvjVydFwFyaaqy
196,Lean Wit Me,Juice WRLD,1471746,2020-08-28--2020-09-04,us,3oDkdAySo1VQQG0ptV7uwa
197,Say You Won't Let Go,James Arthur,1466378,2020-08-28--2020-09-04,us,5uCax9HTNlzGybIStD3vDh
198,Mr. Brightside,The Killers,1462822,2020-08-28--2020-09-04,us,003vvx7Niy0yvhvHt4a68B
199,Murder On My Mind,YNW Melly,1461345,2020-08-28--2020-09-04,us,7eBqSVxrzQZtK2mmgRG6lC
200,Moonlight,XXXTENTACION,1460366,2020-08-28--2020-09-04,us,0JP9xo3adEtGSdUEISiszL
1,WAP (feat. Megan Thee Stallion),Cardi B,15398897,2020-09-04--2020-09-11,us,4Oun2ylbjFKMPTiaSbbCih
2,Mood (feat. iann dior),24kGoldn,10323110,2020-09-04--2020-09-11,us,3tjFYV6RSFtuktYl3ZtYcq
3,Laugh Now Cry Later (feat. Lil Durk),Drake,9934418,2020-09-04--2020-09-11,us,2SAqBLGA283SUiwJ3xOUVI
4,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,7522385,2020-09-04--2020-09-11,us,0PvFJmanyNQMseIFrU708S
5,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,6743659,2020-09-04--2020-09-11,us,2DQNYMRjisN3KAPj1bEwOI
6,ROCKSTAR (feat. Roddy Ricch),DaBaby,6587105,2020-09-04--2020-09-11,us,7ytR5pFWmSjzHJIeQkgog4
7,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Jack Harlow,6047672,2020-09-04--2020-09-11,us,2MbdDtCv5LUVjYy9RuGTgC
8,Wishing Well,Juice WRLD,5791822,2020-09-04--2020-09-11,us,2U5WueTLIK5WJLD7mvDODv
9,Heather,Conan Gray,5760007,2020-09-04--2020-09-11,us,4xqrdfXkTW4T0RauPLv3WA
10,Come & Go (with Marshmello),Juice WRLD,5603140,2020-09-04--2020-09-11,us,2Y0wPrPQBrGhoLn14xRYCG
11,Watermelon Sugar,Harry Styles,5239672,2020-09-04--2020-09-11,us,6UelLqGlWMcVH1E5c4H7lY
12,Dynamite,BTS,5194330,2020-09-04--2020-09-11,us,0t1kP63rueHleOhQkYSXFY
13,Mood Swings (feat. Lil Tjay),Pop Smoke,5171081,2020-09-04--2020-09-11,us,5rZlwNFl01HqLWBQGryKSm
14,Blinding Lights,The Weeknd,5169706,2020-09-04--2020-09-11,us,0VjIjW4GlUZAMYd2vXMi3b
15,POPSTAR (feat. Drake),DJ Khaled,4860485,2020-09-04--2020-09-11,us,6EDO9iiTtwNv6waLwa1UUq
16,Smile (with The Weeknd),Juice WRLD,4785825,2020-09-04--2020-09-11,us,6wQlQrTY5mVS8EGaFZVwVF
17,Blueberry Faygo,Lil Mosey,4427130,2020-09-04--2020-09-11,us,22LAwLoDA5b4AaGSkg6bKW
18,Hit Different,SZA,4371275,2020-09-04--2020-09-11,us,7Bar1kLTmsRmH6FCKKMEyU
19,Savage Love (Laxed - Siren Beat),Jawsh 685,4172950,2020-09-04--2020-09-11,us,1xQ6trAsedVPCdbtDAmk0c
20,Wolves (feat. Post Malone),Big Sean,3921586,2020-09-04--2020-09-11,us,33gwZOGJWEZ7dRWPqPxBEZ
21,my ex's best friend (with blackbear),Machine Gun Kelly,3837578,2020-09-04--2020-09-11,us,70rFIfYN7lU6iTgUIVP42w
22,Go Crazy,Chris Brown,3809976,2020-09-04--2020-09-11,us,1IIKrJVP1C9N7iPtG6eOsK
23,The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,3700373,2020-09-04--2020-09-11,us,1H7KnK26kc1YyellpbINEn
24,GREECE (feat. Drake),DJ Khaled,3674453,2020-09-04--2020-09-11,us,35RJhm1pEovTBwnNR0zWad
25,Roses - Imanbek Remix,SAINt JHN,3640872,2020-09-04--2020-09-11,us,2Wo6QQD1KMDWeFkkjLqwx5
26,Ice Cream (with Selena Gomez),BLACKPINK,3498283,2020-09-04--2020-09-11,us,2J4P46vCFm1rPkNkp9pZWX
27,7 Summers,Morgan Wallen,3374019,2020-09-04--2020-09-11,us,0tbjiOUl4k492KPdWZS9sy
28,Midnight Sky,Miley Cyrus,3342349,2020-09-04--2020-09-11,us,27ycaQnQAxaPiyeg3nr2aB
29,Hawái,Maluma,3333017,2020-09-04--2020-09-11,us,1yoMvmasuxZfqHEipJhRbp
30,you broke me first,Tate McRae,3329945,2020-09-04--2020-09-11,us,45bE4HXI0AwGZXfZtMp8JR
31,Lithuania (feat. Travis Scott),Big Sean,3293320,2020-09-04--2020-09-11,us,4VLTxHOyFX5FRtkpsFm5Pc
32,Be Like That - feat. Swae Lee & Khalid,Kane Brown,3291104,2020-09-04--2020-09-11,us,5f1joOtoMeyppIcJGZQvqJ
33,The Box,Roddy Ricch,3247442,2020-09-04--2020-09-11,us,0nbXyq5TXYPCO7pr3N8S4I
34,Lucid Dreams,Juice WRLD,3242540,2020-09-04--2020-09-11,us,285pBltuF7vW8TeWk8hdRR
35,Blastoff (feat. Juice Wrld & Trippie Redd),Internet Money,3213874,2020-09-04--2020-09-11,us,2rFsFjq0D9JAmc0APpCO6P
36,Circles,Post Malone,3184413,2020-09-04--2020-09-11,us,21jGcNKet2qwijlDFuPiPb
37,DOLLAZ ON MY HEAD (feat. Young Thug),Gunna,3180899,2020-09-04--2020-09-11,us,3nS9a01VvXHQriLqJYwRqG
38,Robbery,Juice WRLD,3145950,2020-09-04--2020-09-11,us,6Hj9jySrnFppAI0sEMCZpJ
39,Party Girl,StaySolidRocky,3139835,2020-09-04--2020-09-11,us,3IJYUaN3tx04S4TYyZHKoP
40,Martin & Gina,Polo G,3087707,2020-09-04--2020-09-11,us,1VLtjHwRWOVJiE5Py7JxoQ
41,All Girls Are The Same,Juice WRLD,3064499,2020-09-04--2020-09-11,us,4VXIryQMWpIdGgYR4TrjT1
42,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,3055698,2020-09-04--2020-09-11,us,0RiRZpuVRbi7oqRdSMwhQY
43,Hate The Other Side (with Marshmello & The Kid Laroi),Juice WRLD,2998682,2020-09-04--2020-09-11,us,0ada5XsQGLPUVbmTCkAP49
44,Conversations,Juice WRLD,2993702,2020-09-04--2020-09-11,us,4K06PO78fW4mnBVenxGNob
45,We Paid (feat. 42 Dugg),Lil Baby,2955583,2020-09-04--2020-09-11,us,6gxKUmycQX7uyMwJcweFjp
46,Got It On Me,Pop Smoke,2953723,2020-09-04--2020-09-11,us,25zlnOAzbVoOzIeXSvQFf1
47,Lets Link,WhoHeem,2938429,2020-09-04--2020-09-11,us,0wYOlCybpxFc2azWLyYj0S
48,21,Polo G,2881931,2020-09-04--2020-09-11,us,3JKgcAa7r07ocVWcV8bS0H
49,death bed (coffee for your head),Powfu,2875423,2020-09-04--2020-09-11,us,7eJMfftS33KTjuF7lTsMCx
50,Electric Love,BØRNS,2847971,2020-09-04--2020-09-11,us,2GiJYvgVaD2HtM8GqD9EgQ
51,Before You Go,Lewis Capaldi,2770167,2020-09-04--2020-09-11,us,2gMXnyrvIjhVBUZwvLZDMP
52,Righteous,Juice WRLD,2760475,2020-09-04--2020-09-11,us,5dOxHHMOFAbG3VH23t0xNm
53,Breaking Me,Topic,2756630,2020-09-04--2020-09-11,us,3H7ihDc1dqLriiWXwsc2po
54,24 (feat. Lil Baby),Money Man,2739763,2020-09-04--2020-09-11,us,0xUvi7wldroBzaZCengPa5
55,Rain On Me (with Ariana Grande),Lady Gaga,2702836,2020-09-04--2020-09-11,us,7ju97lgwC2rKQ6wwsf9no9
56,After Party,Don Toliver,2698609,2020-09-04--2020-09-11,us,527k23H0A4Q0UJN3vGs0Da
57,Still Don't Know My Name,Labrinth,2696877,2020-09-04--2020-09-11,us,6N22FZs2ZhPBYi3b9XPajV
58,Girls in the Hood,Megan Thee Stallion,2598702,2020-09-04--2020-09-11,us,6WbTTAGKrQtCQvmc5BuYfh
59,Tap In,Saweetie,2588630,2020-09-04--2020-09-11,us,4Hpib09wXgD84w4uwTPnYD
60,Someone You Loved,Lewis Capaldi,2585846,2020-09-04--2020-09-11,us,7qEHsqek33rTcFNT9PFqLf
61,Adore You,Harry Styles,2577350,2020-09-04--2020-09-11,us,3jjujdWJ72nww5eGnfs2E7
62,GO (feat. Juice WRLD),The Kid LAROI,2572235,2020-09-04--2020-09-11,us,2rPHUAeUPbNgTmK18FPTiZ
63,Toosie Slide,Drake,2517366,2020-09-04--2020-09-11,us,466cKvZn1j45IpxDdYZqdA
64,"Tap In (feat. Post Malone, DaBaby & Jack Harlow)",Saweetie,2516025,2020-09-04--2020-09-11,us,5woaU1FNkqCwg6WzWiQPW5
65,Rags2Riches 2 (feat. Lil Baby),Rod Wave,2475132,2020-09-04--2020-09-11,us,0qJeyYAgv6UpvewUxRXAhb
66,cardigan,Taylor Swift,2466448,2020-09-04--2020-09-11,us,4R2kfaDFhslZEMJqAFNpdd
67,Flex (feat. Juice WRLD),Polo G,2456675,2020-09-04--2020-09-11,us,2QqJTIlGKRLJC3onkavYEz
68,Over Now (with The Weeknd),Calvin Harris,2438612,2020-09-04--2020-09-11,us,58AGoOGbwsQMhBbH0eFLRR
69,WHATS POPPIN,Jack Harlow,2434047,2020-09-04--2020-09-11,us,1jaTQ3nqY3oAAYyCTbIvnM
70,UN DIA (ONE DAY) (Feat. Tainy),J Balvin,2421688,2020-09-04--2020-09-11,us,0EhpEsp4L0oRGM0vmeaN5e
71,goosebumps,Travis Scott,2412927,2020-09-04--2020-09-11,us,6gBFPUFcJLzWGx4lenP6h2
72,Life Is Good (feat. Drake),Future,2412097,2020-09-04--2020-09-11,us,1K5KBOgreBi5fkEHvg5ap3
73,Sunday Best,Surfaces,2372890,2020-09-04--2020-09-11,us,1Cv1YLb4q0RzL6pybtaMLo
74,hot girl bummer,blackbear,2371702,2020-09-04--2020-09-11,us,2mt1IqcFyY1zmYZT8Q3xw9
75,The Bigger Picture,Lil Baby,2326386,2020-09-04--2020-09-11,us,44gRhRi2OhEf7moAUj6MD1
76,Whiskey Glasses,Morgan Wallen,2313370,2020-09-04--2020-09-11,us,6foY66mWZN0pSRjZ408c00
77,THE SCOTTS,THE SCOTTS,2311640,2020-09-04--2020-09-11,us,39Yp9wwQiSRIDOvrVg7mbk
78,Savage Remix (feat. Beyoncé),Megan Thee Stallion,2307302,2020-09-04--2020-09-11,us,5v4GgrXPMghOnBBLmveLac
79,Dior,Pop Smoke,2298786,2020-09-04--2020-09-11,us,79s5XnCN4TJKTVMSmOx8Ep
80,Mad at Disney,salem ilese,2290121,2020-09-04--2020-09-11,us,7aGyRfJWtLqgJaZoG9lJhE
81,ZTFO,Big Sean,2278265,2020-09-04--2020-09-11,us,0z36JaXXoFXuPuQucKEsdx
82,Prospect (ft. Lil Baby),iann dior,2273824,2020-09-04--2020-09-11,us,4iHSE5R1U8jf84tRn52xRt
83,my future,Billie Eilish,2229165,2020-09-04--2020-09-11,us,2ygvZOXrIeVL4xZmAWJT2C
84,HIGHEST IN THE ROOM,Travis Scott,2227790,2020-09-04--2020-09-11,us,3eekarcy7kvN4yt5ZFzltW
85,exile (feat. Bon Iver),Taylor Swift,2216532,2020-09-04--2020-09-11,us,4pvb0WLRcMtbPGmtejJJ6y
86,More Than My Hometown,Morgan Wallen,2211907,2020-09-04--2020-09-11,us,0eBXyY4SatzpE7opnzgXvz
87,Bandit (with YoungBoy Never Broke Again),Juice WRLD,2190747,2020-09-04--2020-09-11,us,6Gg1gjgKi2AK4e0qzsR7sd
88,Del Mar,Ozuna,2185155,2020-09-04--2020-09-11,us,5cpJFiNwYyWwFLH0V6B3N8
89,ROXANNE,Arizona Zervas,2179131,2020-09-04--2020-09-11,us,696DnlkuDOXcMAnKlTgXXK
90,Falling,Trevor Daniel,2173090,2020-09-04--2020-09-11,us,2rRJrJEo19S2J82BDsQ3F7
91,Are You Bored Yet? (feat. Clairo),Wallows,2170168,2020-09-04--2020-09-11,us,57RA3JGafJm5zRtKJiKPIm
92,the 1,Taylor Swift,2166149,2020-09-04--2020-09-11,us,0Jlcvv8IykzHaSmj49uNW8
93,Stunnin' (feat. Harm Franklin),Curtis Waters,2150975,2020-09-04--2020-09-11,us,2D0dj3hVkRQJCp63cxCPEx
94,Ballin' (with Roddy Ricch),Mustard,2142962,2020-09-04--2020-09-11,us,3QzAOrNlsabgbMwlZt7TAY
95,Walk Em Down (feat. Roddy Ricch),NLE Choppa,2127098,2020-09-04--2020-09-11,us,1Z0cZI0UzNbP9L8MzzGxqf
96,Deep Reverence (feat. Nipsey Hussle),Big Sean,2114583,2020-09-04--2020-09-11,us,2CDcXWYWilHTXrsOXJza8n
97,Rags2Riches (feat. ATR Son Son),Rod Wave,2112530,2020-09-04--2020-09-11,us,1ENdcyhqdylaLsPVgB83qq
98,Chasin' You,Morgan Wallen,2107139,2020-09-04--2020-09-11,us,5MwynWK9s4hlyKHqhkNn4A
99,Money Trees,Kendrick Lamar,2091799,2020-09-04--2020-09-11,us,2HbKqm4o0w5wEeEFXm2sD4
100,Chicago Freestyle (feat. Giveon),Drake,2063803,2020-09-04--2020-09-11,us,4wVOKKEHUJxHCFFNUWDn0B
101,SICKO MODE,Travis Scott,2060648,2020-09-04--2020-09-11,us,2xLMifQCjDGFmkHkpNLD9h
102,If the World Was Ending - feat. Julia Michaels,JP Saxe,2021804,2020-09-04--2020-09-11,us,2kJwzbxV2ppxnQoYw4GLBZ
103,Jocelyn Flores,XXXTENTACION,2007780,2020-09-04--2020-09-11,us,7m9OqQk4RVRkw9JJdeAw96
104,Life's A Mess (feat. Halsey),Juice WRLD,1998914,2020-09-04--2020-09-11,us,5wWAwzGp2OaaoIkwcz6wZs
105,feel something,Bea Miller,1979150,2020-09-04--2020-09-11,us,7JDWhC422Gtk1Bq0mL3OTC
106,Be Kind (with Halsey),Marshmello,1960534,2020-09-04--2020-09-11,us,3Z8FwOEN59mRMxDCtb8N0A
107,Head & Heart (feat. MNEK),Joel Corry,1957421,2020-09-04--2020-09-11,us,6cx06DFPPHchuUAcTxznu9
108,Intentions (feat. Quavo),Justin Bieber,1951826,2020-09-04--2020-09-11,us,4umIPjkehX1r7uhmGvXiSV
109,Why Would I Stop?,Big Sean,1943607,2020-09-04--2020-09-11,us,46hDiH4YvAWXE04GskkIHS
110,Dance Monkey,Tones And I,1925884,2020-09-04--2020-09-11,us,1rgnBhdG2JDFTbYkYRZAku
111,No Guidance (feat. Drake),Chris Brown,1922424,2020-09-04--2020-09-11,us,6XHVuErjQ4XNm6nDPVCxVX
112,SLOW DANCING IN THE DARK,Joji,1921317,2020-09-04--2020-09-11,us,0rKtyWc8bvkriBthvHKY8d
113,Break My Heart,Dua Lipa,1893057,2020-09-04--2020-09-11,us,017PF4Q3l4DBUiWoXk4OWT
114,One Of Them Girls,Lee Brice,1877160,2020-09-04--2020-09-11,us,14GwnOeC9qYEKEA6uOZepa
115,High Fashion (feat. Mustard),Roddy Ricch,1876545,2020-09-04--2020-09-11,us,07KXEDMj78x68D884wgVEm
116,I Hope,Gabby Barrett,1861135,2020-09-04--2020-09-11,us,23T0OX7QOiIUFShSzbJ5Uo
117,Heartless (feat. Morgan Wallen),Diplo,1860926,2020-09-04--2020-09-11,us,3FU6urUVsgXa6RBuV2PdRk
118,BOP,DaBaby,1852086,2020-09-04--2020-09-11,us,6Ozh9Ok6h4Oi1wUSLtBseN
119,Don't Start Now,Dua Lipa,1850194,2020-09-04--2020-09-11,us,3PfIrDoz19wz7qK7tYeu62
120,Godzilla (feat. Juice WRLD),Eminem,1842051,2020-09-04--2020-09-11,us,7FIWs0pqAYbP91WWM0vlTQ
121,Die From A Broken Heart,Maddie & Tae,1836666,2020-09-04--2020-09-11,us,3DA4SE262k6rdEtlHteNyq
122,Stuck with U (with Justin Bieber),Ariana Grande,1835212,2020-09-04--2020-09-11,us,4HBZA5flZLE435QTztThqH
123,3 Headed Goat (feat. Lil Baby & Polo G),Lil Durk,1831329,2020-09-04--2020-09-11,us,2h4cmbyb6S7e8igDZIITJU
124,Harder Than My Demons,Big Sean,1826592,2020-09-04--2020-09-11,us,23XTYrwfHXY8H1PuQYJbDA
125,Drip Too Hard (Lil Baby & Gunna),Lil Baby,1816644,2020-09-04--2020-09-11,us,78QR3Wp35dqAhFEc2qAGjE
126,Falling,Harry Styles,1813376,2020-09-04--2020-09-11,us,1ZMiCix7XSAbfAJlEZWMCp
127,Beautiful Crazy,Luke Combs,1806786,2020-09-04--2020-09-11,us,2rxQMGVafnNaRaXlRMWPde
128,Tongue Tied,Grouplove,1797935,2020-09-04--2020-09-11,us,0GO8y8jQk1PkHzS31d699N
129,"Ay, DiOs Mío!",KAROL G,1791737,2020-09-04--2020-09-11,us,7x4ASXYEKfQBCewcZhK776
130,Gifted (feat. Roddy Ricch),Cordae,1788526,2020-09-04--2020-09-11,us,0mb3uDw5vfFUcZfJYFOMRu
131,Say So,Doja Cat,1783019,2020-09-04--2020-09-11,us,3Dv1eDb0MEgF93GpLXlucZ
132,MIDDLE CHILD,J. Cole,1779501,2020-09-04--2020-09-11,us,2JvzF1RMd7lE3KmFlsyZD8
133,SAD!,XXXTENTACION,1779249,2020-09-04--2020-09-11,us,3ee8Jmje8o58CHK66QrVC2
134,Pussy Talk,City Girls,1771328,2020-09-04--2020-09-11,us,5EzL7hGT9g2Tvqsy158Lu9
135,July,Noah Cyrus,1768986,2020-09-04--2020-09-11,us,6J2LdBN97cDWn0MLxYh9HB
136,Need It,Migos,1765996,2020-09-04--2020-09-11,us,6mtjo5kIHKlboGE84lf1FJ
137,rockstar (feat. 21 Savage),Post Malone,1753162,2020-09-04--2020-09-11,us,0e7ipj03S05BNilyu5bRzt
138,Star Shopping,Lil Peep,1745317,2020-09-04--2020-09-11,us,30bqVoKjX479ab90a8Pafp
139,everything i wanted,Billie Eilish,1742424,2020-09-04--2020-09-11,us,3ZCTVFBt2Brf31RLEnCkWJ
140,Blood On My Jeans,Juice WRLD,1730236,2020-09-04--2020-09-11,us,0fCwrjKfWxF3xQhZrYUw4T
141,Hello (feat. A Boogie Wit da Hoodie),Pop Smoke,1718864,2020-09-04--2020-09-11,us,2r6OAV3WsYtXuXjvJ1lIDi
142,lovely (with Khalid),Billie Eilish,1717080,2020-09-04--2020-09-11,us,0u2P5u6lvoDfwTYjAADbn4
143,20 Min,Lil Uzi Vert,1716338,2020-09-04--2020-09-11,us,0uxSUdBrJy9Un0EYoBowng
